product,narrative,summary
mortgages_and_loans,beginning mortgage held mb financial mb mortgage portfolio purchased bank first quarter mb financial customer began fall behind mortgage payment due unemployment divorce house went foreclosure later sheriff sale home scheduled morning submitted hardship application end documentation specific date letter dated acknowledges application discussed next step never received written verbal confirmation regarding status hardship application day scheduled sheriff sale communication way sale never provided clear determination application made payment brought account current able taking loan group friend would lost home sheriff auction day sale received express mail letter dated date scheduled sheriff sale saying hardship application approved detail trial payment plan received letter timeframe required promised would take full loan friend would made required payment delay review option held numerous call since large payment told trial plan leading loan modification place payment plan fact made brought account current documentation effect extending one call confirm status mortgage department even made branch local branch manager line ensure misunderstanding aspect found process confusing told call branch manager participated could expect receive loan modification agreement end happen told subsequent call would receive end still happened week ago became concerned process might impacted covid pandemic call told loan modification going happen made payment bring account current never told conversation written communication since hardship application submitted end told would need resubmit hardship application go process approved would put overall timeframe modify mortgage nearly year assuming submitted took day review made monthly payment took another one two month get agreement hold two business significant financial responsibility unintelligent lacking understanding fiscal matter found experience absolutely frustrating held commitment submitting cfpb hope might rectify situation potentially others interim planning applying covid hardship forbearance separate reapplication hardship program,"The customer had a mortgage with MB Financial, and started to face issues with payments due to personal problems like unemployment and divorce. The house went into foreclosure and a sheriff sale was scheduled. The customer submitted a hardship application and made a substantial payment to bring the account to a current status, with the aid of a group of friends. However, despite the application and the payment, the customer did not receive any confirmation regarding their hardship application status or clear information about the next steps. Additionally, the customer was told about a trial payment plan for a loan modification but found the process confusing. Despite numerous attempts to resolve the situation and grueling communication with the bank, the customer didn't get the loan modification agreement. The customer is now planning to apply for a COVID hardship forbearance, separate from reapplying for the original hardship program. The customer has also filed a complaint with the CFPB regarding their experience, hoping it may not only rectify their situation, but also benefit others facing similar issues. During this hardship application process, it took around a year to modify the mortgage, adding to the customer's distress."
credit_card,called request new york state covid relief plan day interest fee waived amex provided relief leading late payment amex refused honor relief day gap insists charging late fee,"The user has requested a COVID relief plan from New York state and asked American Express (Amex) to waive the interest fee for a day. Even though Amex had previously provided such relief and waived late payment fees, they are now refusing to honor this relief. Despite a day's gap, Amex insists on charging a late fee."
credit_card,capital one secured credit account opened name closed outstanding balance never opened account knew nothing started receiving mail,"The input is claiming about an issue with a Capital One secured credit account that was opened under the author's name without his/her consent. The account was reportedly closed with an outstanding balance without the author being aware of it, since he/she never opened or knew about the account prior to this until receiving mail related to it."
credit_reporting,collection account acct opened balance account acct opened balance account,"The input is about a collection of accounts, specifically displaying the status of accounts being opened and their respective balances."
debt_collection,collection agency system inc mn phone sent letter regarding debt owe immediately sent system inc u postal certified letter stating owe debt contact certified mail claim disputed report agency resolved received letter system immediately responded received correspondence illigal practice system reported credit bureau consecutive month original letter responded copy certified receipt plus consecutive month past original letter system misrepresented information bureau date last payment thank,"The user received a letter from Collection Agency System Inc. in MN, regarding a debt they allegedly owe. They responded with a certified postal letter disputing this claim, but still received notice from their credit bureau of the unresolved debt for several consecutive months. They believe that System Inc. is misrepresenting information to the bureau including the date of their last payment."
mortgages_and_loans,current loan provident funding applied refinance provident funding variable interest rate went loan applied refinance downpayment reduce depth also monthly payment locked interest rate day current payment going approximately provided income debt information provident funding provident funding play game interest rate arm went provided every information suspended loan application able reach mortgage broker always get voicemail responded email underwriter approving due ratio,"The individual applied for refinancing with Provident Funding due to an increase in variable interest rate on their current loan. They intended reduce their down payment and monthly payments. Despite providing all necessary income and debt information, their application was suspended. They encountered difficulties in contact with their mortgage broker and received no response to their emails. The underwriter did not approve their application because of their debt-to-income ratio."
mortgages_and_loans,current loan got deferment paid back credit history yet lost job due covid therefore asking original bank ally lower rate allow lower payment every bank offering applied full page document today still reply called time portal representative tell use work call get told need one piece documentation time refuse allow speak even email underwriter yet applying original mortgage one dedicated rep could communicate rep told yes document would word within day waited till called told go website told work read underwriter note documentation old would start,"The person has a current loan which got deferred and has repaid their credit history. However, they lost their job due to COVID and are requesting their original bank, Ally, to lower the rate and allow lower payments. Despite other banks offering these conditions, the individual has not received a response from Ally despite submitting a full page document and calling multiple times. The bank's representative denied them the opportunity to speak with or email an underwriter. Upon original mortgage application, the individual had a dedicated representative. They were told their documents would be processed within a day, but upon following up, they were directed to a website stating their documentation was old and a new process would need to be started."
mortgages_and_loans,closed mortgage dovenmuhle mortgage paid full significant remaining balance escrow account waited refund check never arrived called dovenmuhle said sure check sent promised send waiting customary week processing business day delivery waited called back check never sent said could update new address phone email signed document asking updated mailing address asked wait day call back check asked overnighted agreed called initially said never received email resent two different email address eventually said found sure original attempt asked overnighted rep said needed manager approval meeting said call back manager called back left message saying check would processed within week mailed called back told way overnight asked manager put hold minute called back go entire thing asking manager put hold minute went automated survey disconnected waaaayyyy past day window refund escrow fund entire process unacceptable illegally hold money like,"The user paid off their closed mortgage with Dovenmuhle Mortgage and was due a refund for the remaining balance in their escrow account; however, the refund check never arrived. They contacted Dovenmuhle multiple times regarding this, and despite promises of sending the check, verifying addresses, and agreeing to overnight the check, it was never sent. Even when the user asked for a manager, they were put on hold and eventually disconnected. The user is frustrated and believes it's illegal for the company to withhold their refund money beyond a certain period."
mortgages_and_loans,contacted bank america boa mortgage customer service number spoke representative discussed covid assistance option verifying account stated one option deferment agreed enter deferment stated month missed payment would added end current instructed watch mail written correspondence arrangement also would receive phone call mortgage department update covid need closer end deferment period xxxxxxxx received call mortgage division stated eligible deferment entered explained never agreed forbearance fact option discussed deferment entered representative wrote ceo boa received email resolution specialist called returned call call acknowledged incorrect information provided initial covid assistance call state fha offer option discussed option communicated option favorable place household financial bind restated offered deferment forbearance loan communicated option disclosed still would opted forbearance mortgage expressed planned escalate complaint felt bait switch situation question guideline call never mentioned anything loan type affecting coivd option state boa control must follow fha loan guideline plan touch based either friday early following week contacted fha resource line spoke state boa fha provides loan guideline hud website http tell mortgage holder contact mortgage company servicer yet providing false information impact finance million american,"The person contacted Bank of America regarding their mortgage due to financial difficulties during COVID-19. Initially, the bank proposed a deferment option that the individual agreed to. However, the individual was later told that they were ineligible for deferment and had instead been put into forbearance, which they had not agreed to. The person complained about this situation, describing it as a 'bait and switch'. A Bank of America resolution specialist advised that the options available depend on the FHA loan guidelines. The person intended to escalate their complaint further. They also contacted the FHA resource line, which affirmed that Bank of America has to adhere to FHA loan guidelines. The individual argues that they were given false information, affecting their finances and potentially that of many other Americans."
credit_reporting,xxxxxxxx credit card year disputed charge vendor xxxxxxxx said reversed charge pay charged late fee interest paying statement amount xxxxxxxx reversed late fee incident showing credit report late payment closed account year never paid late underpaid amount owed mostly kept balance,"The input talks about a dispute over a charge on a credit card. The cardholder mentions that the vendor said the charge had been reversed, but he was still charged a late fee and interest. He alleges to have paid the statement amount but the late fee for this incident shows up on his credit report. He further states that he never made a late payment and usually maintained a low balance on his account. He also mentioned closing the account."
credit_reporting,xxxxxxxx credit card year disputed charge vendor xxxxxxxx said reversed charge pay xxxxxxxx charged late fee interest paying statement amount xxxxxxxx reversed late fee incident showing credit report late payment closed account year never paid late underpaid amount owed mostly kept balance,"The input discusses a dispute about a credit card charge from a year ago. The vendor reversed the charge but the cardholder was still charged a late fee and interest. Although the vendor also reversed the late fee, the incident is reflected in the credit report as a late payment. Despite having closed the account a year ago and having never made a late payment before, the cardholder is underpaid due to the maintained balance."
credit_reporting,error transunion credit report file number date issued score three error corrected one error working one error getting information error high balance credit limit disputed error transunion without result error transunion without result went step bank say highest balance please ask transunion fix write anymore letter spend anymore time hold telephone,The input discusses issues with a TransUnion credit report. There were several errors identified in the report; three have been corrected and one is being worked on. Information regarding high balance credit limit was disputed but TransUnion did not resolve this issue. The individual has approached their bank about correcting the highest balance and requests TransUnion not to make any additional errors. They do not want to write more letters or spend time on hold with customer service.
mortgages_and_loans,converted lease vehicle three month lease end date sale dealer accepted deal including tax remaining payment existing lease deal work try convert lease vehicle sale office provide quote based current payoff amount car agreed bought vehicle problem sale manager dealer failed pay payment current lease instead paid two payment saying contract written manner checked contract paper nowhere mentioned converting lease vehicle new also financial document say current payoff amount much dealer agreed pay existing lease initially paid two payment ask benz financial service remove turn fee extra mileage called multiple remove well felt cheated deal providing proper information one payment need pay financial company also car sold used car knowledge,"The leaseholder converted their leased vehicle into a sale three months before the expiry of the lease. The dealer accepted the deal, which included taxes and remaining payments on the existing lease. However, the manager at the dealership only paid two out of three remaining lease payments and claimed that this was in line with the contract. The leaseholder insisted that the contract didn't mention this condition when converting a lease into a sale. The dealership also allegedly misreported the payout amount for the car. The leaseholder felt cheated as they had to pay additional fees to the financial company and discovered that the car had been sold as a used car without informing them."
mortgages_and_loans,made extra payment may loan principal payment applied principal several extra payment automatically allocated late fee ally electronic payment system automatically allocates fund first payment second outstanding fee third principal ally policy state customer may request payment fund applied principal called emailed ally first time occurred stated would like payment allocated principal chose paying principal faster allows le interest finance charge time called ally would reallocated portion amount late fee principal process would also take long reallocation would cross another payment would call get payment allocated late fee principal ally would allocate le amount allocated stand ally applied account fund removed late fee reallocated account,"The user made extra payments towards their loan principal, but these payments were automatically applied to late fees by the loan policy of Ally's electronic payment system. The client requested these payments to be allocated to the principal instead. The process of reallocating the funds from late fees to the principal would be time-consuming and coincide with another payment, requiring the client to call again to ensure proper allocation. Despite these efforts, some of the payments allocated to the principal were reduced & reallocated to late fees by Ally."
mortgages_and_loans,originally reached well fargo apply refinancing mortgage currently hold submitted application paid upfront fee applied survey documentation paperwork completed loan submitted approval final decision forthcoming within week notified loan rejected due debt income ratio better credit score last approved le year ago since eliminated different monthly mortgage payment would reduce current mortgage year year p l reflects higher income current apr would reduced thank help,"The input describes a situation in which a client applied for a mortgage refinancing at Wells Fargo, which already holds their current mortgage. The client completed all necessary paperwork and paid an upfront fee. However, the bank rejected their application due to their debt-income ratio, despite the client's improved credit score and the fact that their monthly mortgage payment would decrease if they switched from their current 30 year to a 15 year mortgage. The client's income also appears to have increased as per the Profit and Loss statement. The client was expecting a decrease in their current annual percentage rate (APR). They are seeking assistance with this issue."
debt_collection,purchased laptop laptop damaged turned repair center full replacement insurance conns issued replacement laptop full warranty conns reported credit possessed laptop charged laptop contract since fighting get laptop possession conns credit report conns refused conns lied added additional contract agree another contract paperwork contract contract exact product contract unit charged laptop day conns settled matter sent collection settlement laptop possession conns laptop repair center never returned contract,"The individual purchased a laptop that later got damaged and turned it to the repair center. Despite having full replacement insurance through Conns, the company issued a replacement laptop with a full warranty but also reported it as a credit and charged for the laptop contract. The individual has been struggling to regain possession of the laptop and to clear it off their credit report, as they have not agreed to any additional contract. Despite resolving the matter, Conns sent it to collections and never returned the laptop from the repair center."
mortgages_and_loans,trying close loan month provided income payment stub statement account tax form work employee also formally applied penfed loan number penfed asked provide proof precedence several deposit statement account deposit check one transfer account penfed asking provide invoice legal service rendered related check deposit registered account provide detail copy invoice provided service lawyer violate privilege none deposit exceed reported paid tax professional service rendered believe penfed going beyond needed evaluate income payment capacity,"The individual has been attempting to close a loan for a month and has provided the necessary income, payment stubs, and tax forms to Penfed. They have also applied for a loan with Penfed and have been asked to provide additional proof of income through deposit statements and details on cheque deposits and transfers. Penfed has requested the invoice for legal services rendered that are related to a deposit check. The individual is reluctant to provide these as they believe it would violate lawyer-client privilege. They also argue that Penfed's request is excessive for evaluating their income and payment capacity."
credit_reporting,got multiple account denial citing lexisnexis report ordering nexislexis report since never received copy disclosure recently month requested report paper application form submitted following inquiry lexis nexis informed mailed link download file however never received document consistent experience lexis nexis never received anything followed lexis nexis refused look file customer service agent constantly put inquiry loop request followed never sent paper work lexisnexis ignored complaint cold without consumer report right information violated severely company ca even get bank account us lexisnexis system,"The individual has been denied multiple accounts due to a report from LexisNexis. Despite requesting a copy of the report several times, the individual never received it, either by mail or a download link. The customer service at LexisNexis has been unresponsive and unhelpful, continually failing to follow up on requests. This experience has greatly inconvenienced the individual, preventing them from opening a bank account in the US. They believe that their consumer rights to access their information have been violated."
mortgages_and_loans,key bank covid ny heard stating day mortgage exempting people mortgage payment adjusting mortgage include payment back end measure reassessed end period said decided look mortgage holder key bank due loss work covid spoke representative stated would freeze interest would still accumulate month wouldnt late fee damage credit score individual went state month would tacked end mortgage term great news decided opt rep went state would send something mail pay attention system generating mailer notification something special freeze key bank received mailer decided open completely different info rep told thing writing v phone convo decided contact key bank assured rep told phone guy spoke told forbearance extension would expect month pay lump sum month missed told told something completely different first rep asked expect people need freeze pay everything one lump right freeze program best interest customer help unprecedented time lead believe finding werent freezing three month tacking end mortgage term told first rep asked removed program go back paying mortgage hardship loss work lack opportunity field due social distancing restriction ny state key bank doesnt customer best interest number sad heard bank extension online message board wanted bring cfpbs attention also reached governor people could really use extension hard time sad key bank doesnt really care truly help customer http,"The text discusses the outcomes of a conversation between a representative of Key Bank and a mortgage holder from New York, amidst the COVID-19 pandemic. The bank claimed to be exempting people from mortgage payments, stating that payments would be adjusted to the back-end of the mortgage plan. However, the bank shared differed information through a mailed notification. The representative explained that while they would freeze interests, it would still accumulate each month. It was also stated that this would not cause any late fees or damage to the individual's credit score. The individual was informed that these frozen months would be added to the end of the mortgage term. The bank also offered a program, which the individual was initially led to believe was a three-month freeze. However, it was later clarified that this was a forbearance extension and the individual would have to pay a lump sum of the missed months. The individual felt that Key Bank doesn't have the customer's best interest at heart and reported their concerns to relevant authorities.
"
